Code,Date,Fy,Indicator,Units,Values,BasinOrZone,Supplier,WatercourseOrGeographicArea,Region,Environment,SubBasinOrSubZone,SubBasinArea,SubBasinProportionOfBasin,Lat,Long,Notes,Wqo,Lor,Sf,Failure,Stat
WL-R1,2025-04-29T00:00:01Z,2025,Low_DO,%.Sat,149.1,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,85,0.5,70,low,median
WL-R1,2025-04-29T00:00:01Z,2025,TP,mg.L,0.27,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,0.025,0.02,0.46,high,median
WL-R1,2025-04-29T00:00:01Z,2025,Turbidity,NTU,64.4,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,20,0.5,35,high,median
WL-R1,2025-05-19T00:00:01Z,2025,DIN,mg.L,0.0235,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,0.02,0.005,0.38,high,median
WL-R1,2025-05-19T00:00:01Z,2025,FRP,mg.L,0.0025,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,0.08,0.005,NA,high,median
WL-R1,2025-05-19T00:00:01Z,2025,High_DO,%.Sat,118.2,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,100,0.5,120,high,median
WL-R1,2025-05-19T00:00:01Z,2025,Low_DO,%.Sat,118.2,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,85,0.5,70,low,median
WL-R1,2025-05-19T00:00:01Z,2025,TP,mg.L,0.17,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,0.025,0.02,0.46,high,median
WL-R1,2025-05-19T00:00:01Z,2025,Turbidity,NTU,15.5,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,20,0.5,35,high,median
WL-R1,2025-06-24T00:00:01Z,2025,DIN,mg.L,0.005,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,0.02,0.005,0.38,high,median
WL-R1,2025-06-24T00:00:01Z,2025,FRP,mg.L,0.0025,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,0.08,0.005,NA,high,median
WL-R1,2025-06-24T00:00:01Z,2025,High_DO,%.Sat,66.1,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,100,0.5,120,high,median
WL-R1,2025-06-24T00:00:01Z,2025,Low_DO,%.Sat,66.1,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,85,0.5,70,low,median
WL-R1,2025-06-24T00:00:01Z,2025,TP,mg.L,0.12,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,0.025,0.02,0.46,high,median
WL-R1,2025-06-24T00:00:01Z,2025,Turbidity,NTU,1.2,Ross,Jet Zero,Stuart Inside TSDA,DT,Estuarine,Stuart Creek,15.9533669958643,0.11524411160792,-19.3192752615,146.853111221,NA,20,0.5,35,high,median
