Code,Date,Fy,Indicator,Units,Values,BasinOrZone,Supplier,Region,Environment,SubBasinOrSubZone,WatercourseOrGeographicArea,SubBasinArea,SubBasinProportionOfBasin,Lat,Long,Wqo,Lor,Sf,Failure,Stat
CB9,2019-03-20T00:00:01Z,2019,Low_DO,%.Sat,89.6,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-03-20T00:00:01Z,2019,TP,mg.L,0.06,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-03-20T00:00:01Z,2019,Turbidity,NTU,71.3,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-04-18T00:00:01Z,2019,DIN,mg.L,0.00936,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-04-18T00:00:01Z,2019,High_DO,%.Sat,94.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-04-18T00:00:01Z,2019,Low_DO,%.Sat,94.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-04-18T00:00:01Z,2019,TP,mg.L,0.06,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-04-18T00:00:01Z,2019,Turbidity,NTU,96,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-05-16T00:00:01Z,2019,DIN,mg.L,0.0049,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-05-16T00:00:01Z,2019,High_DO,%.Sat,93.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-05-16T00:00:01Z,2019,Low_DO,%.Sat,93.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-05-16T00:00:01Z,2019,TP,mg.L,0.01,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-05-16T00:00:01Z,2019,Turbidity,NTU,57.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-06-14T00:00:01Z,2019,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-06-14T00:00:01Z,2019,High_DO,%.Sat,89.83,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-06-14T00:00:01Z,2019,Low_DO,%.Sat,89.83,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-06-14T00:00:01Z,2019,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-06-14T00:00:01Z,2019,Turbidity,NTU,14,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-07-01T00:00:01Z,2020,DIN,mg.L,0.01678,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-07-01T00:00:01Z,2020,High_DO,%.Sat,94.4,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-07-01T00:00:01Z,2020,Low_DO,%.Sat,94.4,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-07-01T00:00:01Z,2020,TP,mg.L,0.03,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-07-01T00:00:01Z,2020,Turbidity,NTU,23.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-08-31T00:00:01Z,2020,DIN,mg.L,0.0051,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-08-31T00:00:01Z,2020,High_DO,%.Sat,88.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-08-31T00:00:01Z,2020,Low_DO,%.Sat,88.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-08-31T00:00:01Z,2020,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-08-31T00:00:01Z,2020,Turbidity,NTU,31.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-09-27T00:00:01Z,2020,DIN,mg.L,0.01336,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-09-27T00:00:01Z,2020,High_DO,%.Sat,92.49,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-09-27T00:00:01Z,2020,Low_DO,%.Sat,92.49,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-09-27T00:00:01Z,2020,TP,mg.L,0.02,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-09-27T00:00:01Z,2020,Turbidity,NTU,24,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-11-28T00:00:01Z,2020,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-11-28T00:00:01Z,2020,High_DO,%.Sat,95.8,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-11-28T00:00:01Z,2020,Low_DO,%.Sat,95.8,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-11-28T00:00:01Z,2020,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-11-28T00:00:01Z,2020,Turbidity,NTU,32.6,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2019-12-13T00:00:01Z,2020,DIN,mg.L,0.006200000000000001,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2019-12-13T00:00:01Z,2020,High_DO,%.Sat,93.33,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2019-12-13T00:00:01Z,2020,Low_DO,%.Sat,93.33,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2019-12-13T00:00:01Z,2020,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2019-12-13T00:00:01Z,2020,Turbidity,NTU,17.8,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-01-24T00:00:01Z,2020,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-01-24T00:00:01Z,2020,High_DO,%.Sat,93.81,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-01-24T00:00:01Z,2020,Low_DO,%.Sat,93.81,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-01-24T00:00:01Z,2020,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-01-24T00:00:01Z,2020,Turbidity,NTU,32.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-02-20T00:00:01Z,2020,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-02-20T00:00:01Z,2020,High_DO,%.Sat,87.59,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-02-20T00:00:01Z,2020,Low_DO,%.Sat,87.59,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-02-20T00:00:01Z,2020,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-02-20T00:00:01Z,2020,Turbidity,NTU,34.4,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-03-11T00:00:01Z,2020,DIN,mg.L,0.008095,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-03-11T00:00:01Z,2020,High_DO,%.Sat,89.03999999999999,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-03-11T00:00:01Z,2020,Low_DO,%.Sat,89.03999999999999,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-03-11T00:00:01Z,2020,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-03-11T00:00:01Z,2020,Turbidity,NTU,23.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-04-17T00:00:01Z,2020,DIN,mg.L,0.01196,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-04-17T00:00:01Z,2020,High_DO,%.Sat,92.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-04-17T00:00:01Z,2020,Low_DO,%.Sat,92.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-04-17T00:00:01Z,2020,TP,mg.L,0.01,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-04-17T00:00:01Z,2020,Turbidity,NTU,13.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-06-07T00:00:01Z,2020,DIN,mg.L,0.031200000000000002,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-06-07T00:00:01Z,2020,High_DO,%.Sat,91.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-06-07T00:00:01Z,2020,Low_DO,%.Sat,91.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-06-07T00:00:01Z,2020,TP,mg.L,0.03,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-06-07T00:00:01Z,2020,Turbidity,NTU,13.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-07-03T00:00:01Z,2021,DIN,mg.L,0.041100000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-07-03T00:00:01Z,2021,High_DO,%.Sat,87.81,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-07-03T00:00:01Z,2021,Low_DO,%.Sat,87.81,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-07-03T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-07-03T00:00:01Z,2021,Turbidity,NTU,14.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-08-20T00:00:01Z,2021,DIN,mg.L,0.00726,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-08-20T00:00:01Z,2021,High_DO,%.Sat,90.83,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-08-20T00:00:01Z,2021,Low_DO,%.Sat,90.83,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-08-20T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-08-20T00:00:01Z,2021,Turbidity,NTU,19.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-09-30T00:00:01Z,2021,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-09-30T00:00:01Z,2021,High_DO,%.Sat,92.31,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-09-30T00:00:01Z,2021,Low_DO,%.Sat,92.31,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-09-30T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-09-30T00:00:01Z,2021,Turbidity,NTU,21,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-10-15T00:00:01Z,2021,DIN,mg.L,0.00662,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-10-15T00:00:01Z,2021,High_DO,%.Sat,91.39,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-10-15T00:00:01Z,2021,Low_DO,%.Sat,91.39,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-10-15T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-10-15T00:00:01Z,2021,Turbidity,NTU,19.3,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-11-27T00:00:01Z,2021,DIN,mg.L,0.0053,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-11-27T00:00:01Z,2021,High_DO,%.Sat,92.11,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-11-27T00:00:01Z,2021,Low_DO,%.Sat,92.11,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-11-27T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-11-27T00:00:01Z,2021,Turbidity,NTU,19.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-12-16T00:00:01Z,2021,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-12-16T00:00:01Z,2021,High_DO,%.Sat,95.29,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-12-16T00:00:01Z,2021,Low_DO,%.Sat,95.29,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-12-16T00:00:01Z,2021,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-12-16T00:00:01Z,2021,Turbidity,NTU,37.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-01-14T00:00:01Z,2021,DIN,mg.L,0.00987,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-01-14T00:00:01Z,2021,High_DO,%.Sat,95.08,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-01-14T00:00:01Z,2021,Low_DO,%.Sat,95.08,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-01-14T00:00:01Z,2021,TP,mg.L,0.07,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-01-14T00:00:01Z,2021,Turbidity,NTU,91.3,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-02-11T00:00:01Z,2021,DIN,mg.L,0.01139,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-02-11T00:00:01Z,2021,High_DO,%.Sat,89.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-02-11T00:00:01Z,2021,Low_DO,%.Sat,89.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-02-11T00:00:01Z,2021,TP,mg.L,0.07,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-02-11T00:00:01Z,2021,Turbidity,NTU,76.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-03-11T00:00:01Z,2021,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-03-11T00:00:01Z,2021,High_DO,%.Sat,92.64,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-03-11T00:00:01Z,2021,Low_DO,%.Sat,92.64,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-03-11T00:00:01Z,2021,TP,mg.L,0.03,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-03-11T00:00:01Z,2021,Turbidity,NTU,65,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-04-28T00:00:01Z,2021,DIN,mg.L,0.0221,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-04-28T00:00:01Z,2021,High_DO,%.Sat,95.52,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-04-28T00:00:01Z,2021,Low_DO,%.Sat,95.52,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-04-28T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-04-28T00:00:01Z,2021,Turbidity,NTU,19.5,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-05-27T00:00:01Z,2021,DIN,mg.L,0.0215,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-05-27T00:00:01Z,2021,High_DO,%.Sat,91.65,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-05-27T00:00:01Z,2021,Low_DO,%.Sat,91.65,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-05-27T00:00:01Z,2021,TP,mg.L,0.03,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,15.9533669958627,0.11524411160792,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
