Site.Name,Date,Ametryn,Atrazine,Diuron,Hexazinone,Prometryn,Simazine,Tebuthiuron,"2,4-D",Chlorpyrifos,Fipronil,Fluroxypyr,Haloxyfop (acid),Imazapic,Imidacloprid,Isoxaflutole metabolite (DKN),MCPA,Metolachlor,Metribuzin,Metsulfuron-methyl,Pendimethalin,Terbuthylazine,Triclopyr
Ross River at Aplins Weir Headwater,2023-01-05T19:05:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-06T05:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.03,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-07T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-13T06:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,0.08,<0.02,<0.01,<0.02,<0.07,0.03,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-14T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,0.01,0.11,<0.02,<0.01,<0.02,<0.07,0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-14T15:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-15T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-16T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-17T16:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-18T06:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-19T16:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-20T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-21T09:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-01-26T05:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-04T07:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-05T06:20:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.11,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,0.08
Ross River at Aplins Weir Headwater,2023-02-06T06:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,NA,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-07T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-09T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-11T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.05,<0.02,NA,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-13T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.05,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-14T14:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-02-18T06:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2023-02-22T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2023-02-24T09:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2023-03-02T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-03-06T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2023-03-11T08:50:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-03-14T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2023-03-16T15:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-03-30T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-04-15T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.04,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-04-17T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-04-22T18:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-05-08T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.04,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-05-15T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-06-08T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-09-23T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-10-08T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-10-26T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-11-05T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-01T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-06T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-11T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-16T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-23T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-25T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-27T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2023-12-27T11:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-01-03T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-01-11T06:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-01-17T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-01-25T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-01-26T06:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-01-28T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-01T06:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-01T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-02T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-04T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-09T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-16T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-16T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-22T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-22T17:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-23T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-23T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,0.08,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-24T07:00:00Z,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.1,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-24T14:30:00Z,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.11,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-25T16:00:00Z,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.14,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,0.03,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-26T15:30:00Z,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.14,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-28T07:00:00Z,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.05,<0.02,0.02,0.11,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-02-29T16:00:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.11,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-04T08:00:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.12,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-05T17:00:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,0.02,0.11,<0.02,<0.01,<0.02,<0.07,0.09,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-06T07:00:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.11,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-08T07:30:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,0.08,<0.02,<0.01,<0.02,<0.07,0.03,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-12T16:00:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,0.01,0.08,<0.02,<0.01,<0.02,<0.07,0.03,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-15T07:00:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,0.07,<0.02,<0.01,<0.02,<0.07,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-19T07:00:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,0.08,<0.02,<0.01,<0.02,<0.07,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-21T17:00:00Z,<0.01,<0.02,<0.02,0.04,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-25T07:30:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-25T17:30:00Z,<0.01,<0.02,<0.02,0.03,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.07,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-26T17:00:00Z,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-27T07:00:00Z,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-28T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-03-30T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-04-03T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-04-09T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-04-11T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.05,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-04-19T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.02,<0.05,<0.05,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Ross River at Aplins Weir Headwater,2024-04-29T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.03,<0.05,<0.05,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
