Site.Name,Date,Ametryn,Atrazine,Diuron,Hexazinone,Prometryn,Simazine,Tebuthiuron,"2,4-D",Chlorpyrifos,Fipronil,Fluroxypyr,Haloxyfop (acid),Imazapic,Imidacloprid,Isoxaflutole metabolite (DKN),MCPA,Metolachlor,Metribuzin,Metsulfuron-methyl,Pendimethalin,Terbuthylazine,Triclopyr
Black River at Bruce Highway,2021-01-05T14:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-06T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-06T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-07T16:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-08T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-08T16:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-10T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-11T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-18T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.02,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-24T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.02,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-02-09T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.1,<0.02,<0.01,<0.01,<0.02,<0.05,<0.1,<0.01,0.08
Black River at Bruce Highway,2021-02-10T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.1,<0.02,<0.01,<0.01,<0.02,<0.05,<0.1,<0.01,<0.05
Black River at Bruce Highway,2021-02-11T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.1,<0.02,<0.01,<0.01,<0.02,<0.05,<0.1,<0.01,<0.05
Black River at Bruce Highway,2021-02-18T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.1,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2021-02-20T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.1,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2021-02-23T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.1,<0.02,<0.01,<0.01,<0.02,<0.05,<0.1,<0.01,<0.05
Black River at Bruce Highway,2021-02-28T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.1,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2021-03-01T06:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.1,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2021-03-02T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.1,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2021-03-05T11:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2021-03-08T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2021-03-19T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-03-20T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-03-22T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,0.04,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-03-24T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-03-25T06:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.04,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,0.08
Black River at Bruce Highway,2021-03-26T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-03-29T09:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-04-05T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-04-16T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-04-22T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.16,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,0.3
Black River at Bruce Highway,2021-04-24T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-04-27T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-04-30T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-05-05T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-05-13T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-06-20T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-11-16T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-11-25T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,0.04,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-11-29T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-11-30T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2021-12-13T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-12-27T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-12-29T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-01-18T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-01-25T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-01-26T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,0.03,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-01-27T05:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-01-27T14:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-01-28T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,0.03,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-01-29T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.05,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-02-02T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.1,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-02-04T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-02-23T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-03-13T14:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Black River at Bruce Highway,2022-03-14T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Black River at Bruce Highway,2022-04-21T13:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-04-25T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.03,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-04-26T05:51:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.02,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,0.2
Black River at Bruce Highway,2022-04-26T18:22:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.06,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,1.4
Black River at Bruce Highway,2022-04-27T05:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-04-27T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-04-28T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.03,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-04-29T05:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-04-30T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-05-02T13:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-05-09T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-05-11T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.03,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-05-16T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-05-20T16:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.05,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-05-29T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-07-04T10:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-07-05T06:50:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-07-30T12:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.2,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2022-08-29T11:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2022-10-02T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-10-21T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-10-22T14:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2022-11-02T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.05,<0.07,<0.05,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2022-11-27T15:07:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.05,<0.07,<0.05,<0.01,<0.02,<0.07,0.09,<0.01,<0.02,<0.02,<0.05,<0.01,0.14
Black River at Bruce Highway,2022-11-28T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.05,<0.07,<0.05,<0.01,<0.02,<0.07,0.2,<0.01,<0.02,<0.02,<0.05,<0.01,0.41
Black River at Bruce Highway,2022-12-02T14:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.05,<0.07,<0.05,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2022-12-20T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2022-12-21T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-01-06T05:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.1,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-01-07T08:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.04,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.07
Black River at Bruce Highway,2023-01-13T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.09,0.11,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,0.27
Black River at Bruce Highway,2023-01-14T07:30:00Z,<0.01,<0.02,0.04,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,0.06,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-01-15T09:10:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.07,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-01-16T15:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,0.03,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-01-17T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-01-18T06:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-01-19T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-01-21T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-01-27T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-01T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-02T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-03T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-04T17:20:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-05T06:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.02,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
Black River at Bruce Highway,2023-02-06T06:40:00Z,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,0.05,<0.02,NA,<0.01,<0.07,<0.02,<0.01,<0.02,<0.07,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.07
